,Date Reported,Fiscal Year,Department,Category,Sex,Race/Ethnicity,Value
19822,2018-06-30,2018,Police Department,Resignation,Male,Multiracial,0.0
19823,2018-06-30,2018,Police Department,Resignation,Male,Native American,0.0
19824,2018-06-30,2018,Police Department,Resignation,Male,Total,10.0
19825,2018-06-30,2018,Police Department,Resignation,Male,White,7.0
19826,2018-06-30,2018,Police Department,Retirement,Female,Asian,0.0
19827,2018-06-30,2018,Police Department,Retirement,Female,Black/African-American,0.0
19828,2018-06-30,2018,Police Department,Retirement,Female,Hispanic/Latino,0.0
19829,2018-06-30,2018,Police Department,Retirement,Female,Multiracial,0.0
19830,2018-06-30,2018,Police Department,Retirement,Female,Native American,0.0
19831,2018-06-30,2018,Police Department,Retirement,Female,Total,2.0
19832,2018-06-30,2018,Police Department,Retirement,Female,White,2.0
19833,2018-06-30,2018,Police Department,Retirement,Male,Asian,1.0
19834,2018-06-30,2018,Police Department,Retirement,Male,Black/African-American,0.0
19835,2018-06-30,2018,Police Department,Retirement,Male,Hispanic/Latino,1.0
19836,2018-06-30,2018,Police Department,Retirement,Male,Multiracial,0.0
19837,2018-06-30,2018,Police Department,Retirement,Male,Native American,1.0
19838,2018-06-30,2018,Police Department,Retirement,Male,Total,10.0
19839,2018-06-30,2018,Police Department,Retirement,Male,White,7.0
19840,2018-06-30,2018,Public Works,Resignation,Male,Asian,0.0
19841,2018-06-30,2018,Public Works,Resignation,Male,Black/African-American,0.0
19842,2018-06-30,2018,Public Works,Resignation,Male,Hispanic/Latino,0.0
19843,2018-06-30,2018,Public Works,Resignation,Male,Multiracial,0.0
19844,2018-06-30,2018,Public Works,Resignation,Male,Native American,0.0
19845,2018-06-30,2018,Public Works,Resignation,Male,Total,1.0
19846,2018-06-30,2018,Public Works,Resignation,Male,White,1.0
19847,2018-06-30,2018,Public Works,Retirement,Male,Asian,0.0
19848,2018-06-30,2018,Public Works,Retirement,Male,Black/African-American,1.0
19849,2018-06-30,2018,Public Works,Retirement,Male,Hispanic/Latino,0.0
19850,2018-06-30,2018,Public Works,Retirement,Male,Multiracial,0.0
19851,2018-06-30,2018,Public Works,Retirement,Male,Native American,0.0
19852,2018-06-30,2018,Public Works,Retirement,Male,Total,1.0
19853,2018-06-30,2018,Public Works,Retirement,Male,White,0.0
19854,2018-06-30,2018,Traffic Safety,Layoff,Female,Asian,1.0
19855,2018-06-30,2018,Traffic Safety,Layoff,Female,Black/African-American,0.0
19856,2018-06-30,2018,Traffic Safety,Layoff,Female,Hispanic/Latino,0.0
19857,2018-06-30,2018,Traffic Safety,Layoff,Female,Multiracial,0.0
19858,2018-06-30,2018,Traffic Safety,Layoff,Female,Native American,0.0
19859,2018-06-30,2018,Traffic Safety,Layoff,Female,Total,1.0
19860,2018-06-30,2018,Traffic Safety,Layoff,Female,White,0.0
19861,2018-06-30,2018,Traffic Safety,Resignation,Male,Asian,0.0
19862,2018-06-30,2018,Traffic Safety,Resignation,Male,Black/African-American,0.0
19863,2018-06-30,2018,Traffic Safety,Resignation,Male,Hispanic/Latino,0.0
19864,2018-06-30,2018,Traffic Safety,Resignation,Male,Multiracial,0.0
19865,2018-06-30,2018,Traffic Safety,Resignation,Male,Native American,0.0
19866,2018-06-30,2018,Traffic Safety,Resignation,Male,Total,1.0
19867,2018-06-30,2018,Traffic Safety,Resignation,Male,White,1.0
19868,2018-06-30,2018,Traffic Safety,Retirement,Male,Asian,0.0
19869,2018-06-30,2018,Traffic Safety,Retirement,Male,Black/African-American,0.0
19870,2018-06-30,2018,Traffic Safety,Retirement,Male,Hispanic/Latino,0.0
19871,2018-06-30,2018,Traffic Safety,Retirement,Male,Multiracial,0.0
19872,2018-06-30,2018,Traffic Safety,Retirement,Male,Native American,0.0
19873,2018-06-30,2018,Traffic Safety,Retirement,Male,Total,1.0
19874,2018-06-30,2018,Traffic Safety,Retirement,Male,White,1.0
19875,2018-06-30,2018,Water,Resignation,Male,Asian,1.0
19876,2018-06-30,2018,Water,Resignation,Male,Black/African-American,0.0
19877,2018-06-30,2018,Water,Resignation,Male,Hispanic/Latino,0.0
19878,2018-06-30,2018,Water,Resignation,Male,Multiracial,0.0
19879,2018-06-30,2018,Water,Resignation,Male,Native American,0.0
19880,2018-06-30,2018,Water,Resignation,Male,Total,1.0
19881,2018-06-30,2018,Water,Resignation,Male,White,0.0
19882,2018-06-30,2018,Water,Resignation,Female,Asian,0.0
19883,2018-06-30,2018,Water,Resignation,Female,Black/African-American,0.0
19884,2018-06-30,2018,Water,Resignation,Female,Hispanic/Latino,0.0
19885,2018-06-30,2018,Water,Resignation,Female,Multiracial,0.0
19886,2018-06-30,2018,Water,Resignation,Female,Native American,0.0
19887,2018-06-30,2018,Water,Resignation,Female,Total,1.0
19888,2018-06-30,2018,Water,Resignation,Female,White,1.0
19889,2018-06-30,2018,Water,Retirement,Female,Asian,0.0
19890,2018-06-30,2018,Water,Retirement,Female,Black/African-American,0.0
19891,2018-06-30,2018,Water,Retirement,Female,Hispanic/Latino,0.0
19892,2018-06-30,2018,Water,Retirement,Female,Multiracial,0.0
19893,2018-06-30,2018,Water,Retirement,Female,Native American,0.0
19894,2018-06-30,2018,Water,Retirement,Female,Total,3.0
19895,2018-06-30,2018,Water,Retirement,Female,White,3.0
19896,2018-06-30,2018,Water,Retirement,Male,Asian,0.0
19897,2018-06-30,2018,Water,Retirement,Male,Black/African-American,0.0
19898,2018-06-30,2018,Water,Retirement,Male,Hispanic/Latino,1.0
19899,2018-06-30,2018,Water,Retirement,Male,Multiracial,0.0
19900,2018-06-30,2018,Water,Retirement,Male,Native American,0.0
19901,2018-06-30,2018,Water,Retirement,Male,Total,3.0
19902,2018-06-30,2018,Water,Retirement,Male,White,2.0
19903,2019-06-30,2019,311 Customer Service,Termination,Female,Asian,0.0
19904,2019-06-30,2019,311 Customer Service,Termination,Female,Black/African-American,0.0
19905,2019-06-30,2019,311 Customer Service,Termination,Female,Hispanic/Latino,0.0
19906,2019-06-30,2019,311 Customer Service,Termination,Female,Multiracial,0.0
19907,2019-06-30,2019,311 Customer Service,Termination,Female,Native American,0.0
19908,2019-06-30,2019,311 Customer Service,Termination,Female,Total,1.0
19909,2019-06-30,2019,311 Customer Service,Termination,Female,White,1.0
19910,2019-06-30,2019,Assessor,Retirement,Female,Asian,0.0
19911,2019-06-30,2019,Assessor,Retirement,Female,Black/African-American,0.0
19912,2019-06-30,2019,Assessor,Retirement,Female,Hispanic/Latino,0.0
19913,2019-06-30,2019,Assessor,Retirement,Female,Multiracial,0.0
19914,2019-06-30,2019,Assessor,Retirement,Female,Native American,0.0
19915,2019-06-30,2019,Assessor,Retirement,Female,Total,1.0
19916,2019-06-30,2019,Assessor,Retirement,Female,White,1.0
19917,2019-06-30,2019,City Attorney,Resignation,Female,Asian,0.0
19918,2019-06-30,2019,City Attorney,Resignation,Female,Black/African-American,0.0
19919,2019-06-30,2019,City Attorney,Resignation,Female,Hispanic/Latino,0.0
19920,2019-06-30,2019,City Attorney,Resignation,Female,Multiracial,0.0
19921,2019-06-30,2019,City Attorney,Resignation,Female,Native American,0.0
19922,2019-06-30,2019,City Attorney,Resignation,Female,Total,1.0
19923,2019-06-30,2019,City Attorney,Resignation,Female,White,1.0
19924,2019-06-30,2019,City Attorney,Resignation,Male,Asian,0.0
19925,2019-06-30,2019,City Attorney,Resignation,Male,Black/African-American,0.0
19926,2019-06-30,2019,City Attorney,Resignation,Male,Hispanic/Latino,0.0
19927,2019-06-30,2019,City Attorney,Resignation,Male,Multiracial,0.0
19928,2019-06-30,2019,City Attorney,Resignation,Male,Native American,0.0
19929,2019-06-30,2019,City Attorney,Resignation,Male,Total,2.0
19930,2019-06-30,2019,City Attorney,Resignation,Male,White,2.0
19931,2019-06-30,2019,City Attorney,Retirement,Male,Asian,0.0
19932,2019-06-30,2019,City Attorney,Retirement,Male,Black/African-American,0.0
19933,2019-06-30,2019,City Attorney,Retirement,Male,Hispanic/Latino,0.0
19934,2019-06-30,2019,City Attorney,Retirement,Male,Multiracial,0.0
19935,2019-06-30,2019,City Attorney,Retirement,Male,Native American,0.0
19936,2019-06-30,2019,City Attorney,Retirement,Male,Total,1.0
19937,2019-06-30,2019,City Attorney,Retirement,Male,White,1.0
19938,2019-06-30,2019,City Treasurer,Resignation,Female,Asian,0.0
19939,2019-06-30,2019,City Treasurer,Resignation,Female,Black/African-American,0.0
19940,2019-06-30,2019,City Treasurer,Resignation,Female,Hispanic/Latino,0.0
19941,2019-06-30,2019,City Treasurer,Resignation,Female,Multiracial,0.0
19942,2019-06-30,2019,City Treasurer,Resignation,Female,Native American,0.0
19943,2019-06-30,2019,City Treasurer,Resignation,Female,Total,1.0
19944,2019-06-30,2019,City Treasurer,Resignation,Female,White,1.0
19945,2019-06-30,2019,City Treasurer,Resignation,Male,Asian,1.0
19946,2019-06-30,2019,City Treasurer,Resignation,Male,Black/African-American,0.0
19947,2019-06-30,2019,City Treasurer,Resignation,Male,Hispanic/Latino,0.0
19948,2019-06-30,2019,City Treasurer,Resignation,Male,Multiracial,0.0
19949,2019-06-30,2019,City Treasurer,Resignation,Male,Native American,0.0
19950,2019-06-30,2019,City Treasurer,Resignation,Male,Total,2.0
19951,2019-06-30,2019,City Treasurer,Resignation,Male,White,1.0
19952,2019-06-30,2019,Code Compliance,Resignation,Female,Asian,0.0
19953,2019-06-30,2019,Code Compliance,Resignation,Female,Black/African-American,1.0
19954,2019-06-30,2019,Code Compliance,Resignation,Female,Hispanic/Latino,0.0
19955,2019-06-30,2019,Code Compliance,Resignation,Female,Multiracial,0.0
19956,2019-06-30,2019,Code Compliance,Resignation,Female,Native American,0.0
19957,2019-06-30,2019,Code Compliance,Resignation,Female,Total,1.0
19958,2019-06-30,2019,Code Compliance,Resignation,Female,White,0.0
19959,2019-06-30,2019,Code Compliance,Resignation,Male,Asian,0.0
19960,2019-06-30,2019,Code Compliance,Resignation,Male,Black/African-American,0.0
19961,2019-06-30,2019,Code Compliance,Resignation,Male,Hispanic/Latino,0.0
19962,2019-06-30,2019,Code Compliance,Resignation,Male,Multiracial,0.0
19963,2019-06-30,2019,Code Compliance,Resignation,Male,Native American,0.0
19964,2019-06-30,2019,Code Compliance,Resignation,Male,Total,1.0
19965,2019-06-30,2019,Code Compliance,Resignation,Male,White,1.0
19966,2019-06-30,2019,Code Compliance,Retirement,Male,Asian,0.0
19967,2019-06-30,2019,Code Compliance,Retirement,Male,Black/African-American,0.0
19968,2019-06-30,2019,Code Compliance,Retirement,Male,Hispanic/Latino,0.0
19969,2019-06-30,2019,Code Compliance,Retirement,Male,Multiracial,0.0
19970,2019-06-30,2019,Code Compliance,Retirement,Male,Native American,0.0
19971,2019-06-30,2019,Code Compliance,Retirement,Male,Total,3.0
19972,2019-06-30,2019,Code Compliance,Retirement,Male,White,3.0
19973,2019-06-30,2019,Dispatch,Resignation,Female,Asian,0.0
19974,2019-06-30,2019,Dispatch,Resignation,Female,Black/African-American,0.0
19975,2019-06-30,2019,Dispatch,Resignation,Female,Hispanic/Latino,0.0
19976,2019-06-30,2019,Dispatch,Resignation,Female,Multiracial,0.0
19977,2019-06-30,2019,Dispatch,Resignation,Female,Native American,0.0
19978,2019-06-30,2019,Dispatch,Resignation,Female,Total,2.0
19979,2019-06-30,2019,Dispatch,Resignation,Female,White,2.0
19980,2019-06-30,2019,Dispatch,Resignation,Male,Asian,0.0
19981,2019-06-30,2019,Dispatch,Resignation,Male,Black/African-American,0.0
19982,2019-06-30,2019,Dispatch,Resignation,Male,Hispanic/Latino,0.0
19983,2019-06-30,2019,Dispatch,Resignation,Male,Multiracial,0.0
19984,2019-06-30,2019,Dispatch,Resignation,Male,Native American,0.0
19985,2019-06-30,2019,Dispatch,Resignation,Male,Total,2.0
19986,2019-06-30,2019,Dispatch,Resignation,Male,White,2.0
19987,2019-06-30,2019,Diversity & Inclusion,Resignation,Female,Asian,0.0
19988,2019-06-30,2019,Diversity & Inclusion,Resignation,Female,Black/African-American,0.0
19989,2019-06-30,2019,Diversity & Inclusion,Resignation,Female,Hispanic/Latino,0.0
19990,2019-06-30,2019,Diversity & Inclusion,Resignation,Female,Multiracial,0.0
19991,2019-06-30,2019,Diversity & Inclusion,Resignation,Female,Native American,0.0
19992,2019-06-30,2019,Diversity & Inclusion,Resignation,Female,Total,1.0
19993,2019-06-30,2019,Diversity & Inclusion,Resignation,Female,White,1.0
19994,2019-06-30,2019,Economic Development,Resignation,Male,Asian,0.0
19995,2019-06-30,2019,Economic Development,Resignation,Male,Black/African-American,1.0
19996,2019-06-30,2019,Economic Development,Resignation,Male,Hispanic/Latino,0.0
19997,2019-06-30,2019,Economic Development,Resignation,Male,Multiracial,0.0
19998,2019-06-30,2019,Economic Development,Resignation,Male,Native American,0.0
19999,2019-06-30,2019,Economic Development,Resignation,Male,Total,1.0
20000,2019-06-30,2019,Economic Development,Resignation,Male,White,0.0
20001,2019-06-30,2019,Environmental Services,Resignation,Male,Asian,0.0
20002,2019-06-30,2019,Environmental Services,Resignation,Male,Black/African-American,0.0
20003,2019-06-30,2019,Environmental Services,Resignation,Male,Hispanic/Latino,0.0
20004,2019-06-30,2019,Environmental Services,Resignation,Male,Multiracial,0.0
20005,2019-06-30,2019,Environmental Services,Resignation,Male,Native American,0.0
20006,2019-06-30,2019,Environmental Services,Resignation,Male,Total,4.0
20007,2019-06-30,2019,Environmental Services,Resignation,Male,White,4.0
20008,2019-06-30,2019,Environmental Services,Retirement,Male,Asian,0.0
20009,2019-06-30,2019,Environmental Services,Retirement,Male,Black/African-American,0.0
20010,2019-06-30,2019,Environmental Services,Retirement,Male,Hispanic/Latino,0.0
20011,2019-06-30,2019,Environmental Services,Retirement,Male,Multiracial,0.0
20012,2019-06-30,2019,Environmental Services,Retirement,Male,Native American,0.0
20013,2019-06-30,2019,Environmental Services,Retirement,Male,Total,3.0
20014,2019-06-30,2019,Environmental Services,Retirement,Male,White,3.0
20015,2019-06-30,2019,Facilities and Fleet,Resignation,Male,Asian,0.0
20016,2019-06-30,2019,Facilities and Fleet,Resignation,Male,Black/African-American,1.0
20017,2019-06-30,2019,Facilities and Fleet,Resignation,Male,Hispanic/Latino,0.0
20018,2019-06-30,2019,Facilities and Fleet,Resignation,Male,Multiracial,0.0
20019,2019-06-30,2019,Facilities and Fleet,Resignation,Male,Native American,0.0
20020,2019-06-30,2019,Facilities and Fleet,Resignation,Male,Total,2.0
20021,2019-06-30,2019,Facilities and Fleet,Resignation,Male,White,1.0
20022,2019-06-30,2019,Fire Department,Retirement,Female,Asian,0.0
20023,2019-06-30,2019,Fire Department,Retirement,Female,Black/African-American,0.0
20024,2019-06-30,2019,Fire Department,Retirement,Female,Hispanic/Latino,0.0
20025,2019-06-30,2019,Fire Department,Retirement,Female,Multiracial,0.0
20026,2019-06-30,2019,Fire Department,Retirement,Female,Native American,0.0
20027,2019-06-30,2019,Fire Department,Retirement,Female,Total,1.0
20028,2019-06-30,2019,Fire Department,Retirement,Female,White,1.0
20029,2019-06-30,2019,Fire Department,Retirement,Male,Asian,0.0
20030,2019-06-30,2019,Fire Department,Retirement,Male,Black/African-American,0.0
20031,2019-06-30,2019,Fire Department,Retirement,Male,Hispanic/Latino,0.0
20032,2019-06-30,2019,Fire Department,Retirement,Male,Multiracial,0.0
20033,2019-06-30,2019,Fire Department,Retirement,Male,Native American,0.0
20034,2019-06-30,2019,Fire Department,Retirement,Male,Total,10.0
20035,2019-06-30,2019,Fire Department,Retirement,Male,White,10.0
20036,2019-06-30,2019,Human Resources,Resignation,Female,Asian,1.0
20037,2019-06-30,2019,Human Resources,Resignation,Female,Black/African-American,0.0
20038,2019-06-30,2019,Human Resources,Resignation,Female,Hispanic/Latino,0.0
20039,2019-06-30,2019,Human Resources,Resignation,Female,Multiracial,0.0
20040,2019-06-30,2019,Human Resources,Resignation,Female,Native American,0.0
20041,2019-06-30,2019,Human Resources,Resignation,Female,Total,1.0
20042,2019-06-30,2019,Human Resources,Resignation,Female,White,0.0
20043,2019-06-30,2019,Human Resources,Resignation,Male,Asian,0.0
20044,2019-06-30,2019,Human Resources,Resignation,Male,Black/African-American,0.0
20045,2019-06-30,2019,Human Resources,Resignation,Male,Hispanic/Latino,0.0
20046,2019-06-30,2019,Human Resources,Resignation,Male,Multiracial,0.0
20047,2019-06-30,2019,Human Resources,Resignation,Male,Native American,0.0
20048,2019-06-30,2019,Human Resources,Resignation,Male,Total,1.0
20049,2019-06-30,2019,Human Resources,Resignation,Male,White,1.0
20050,2019-06-30,2019,Human Resources,Retirement,Female,Asian,0.0
20051,2019-06-30,2019,Human Resources,Retirement,Female,Black/African-American,1.0
20052,2019-06-30,2019,Human Resources,Retirement,Female,Hispanic/Latino,0.0
20053,2019-06-30,2019,Human Resources,Retirement,Female,Multiracial,0.0
20054,2019-06-30,2019,Human Resources,Retirement,Female,Native American,0.0
20055,2019-06-30,2019,Human Resources,Retirement,Female,Total,1.0
20056,2019-06-30,2019,Human Resources,Retirement,Female,White,0.0
20057,2019-06-30,2019,Human Resources,Retirement,Male,Asian,0.0
20058,2019-06-30,2019,Human Resources,Retirement,Male,Black/African-American,0.0
20059,2019-06-30,2019,Human Resources,Retirement,Male,Hispanic/Latino,0.0
20060,2019-06-30,2019,Human Resources,Retirement,Male,Multiracial,0.0
20061,2019-06-30,2019,Human Resources,Retirement,Male,Native American,0.0
20062,2019-06-30,2019,Human Resources,Retirement,Male,Total,1.0
20063,2019-06-30,2019,Human Resources,Retirement,Male,White,1.0
20064,2019-06-30,2019,Income Tax,Resignation,Male,Asian,0.0
20065,2019-06-30,2019,Income Tax,Resignation,Male,Black/African-American,1.0
20066,2019-06-30,2019,Income Tax,Resignation,Male,Hispanic/Latino,0.0
20067,2019-06-30,2019,Income Tax,Resignation,Male,Multiracial,0.0
20068,2019-06-30,2019,Income Tax,Resignation,Male,Native American,0.0
20069,2019-06-30,2019,Income Tax,Resignation,Male,Total,1.0
20070,2019-06-30,2019,Income Tax,Resignation,Male,White,0.0
20071,2019-06-30,2019,Mobile GR,Termination,Female,Asian,0.0
20072,2019-06-30,2019,Mobile GR,Termination,Female,Black/African-American,0.0
20073,2019-06-30,2019,Mobile GR,Termination,Female,Hispanic/Latino,0.0
20074,2019-06-30,2019,Mobile GR,Termination,Female,Multiracial,0.0
20075,2019-06-30,2019,Mobile GR,Termination,Female,Native American,0.0
20076,2019-06-30,2019,Mobile GR,Termination,Female,Total,1.0
